时间,创意名称,创意ID,计划名称,计划ID,笔记/素材ID,笔记/素材链接,笔记标题,商品名称,spuId,营销场景,广告类型,消费,展现量,点击量,点击率,平均点击成本,平均千次展示费用,直播间观看次数,直播间观看成本,直播间平均停留时长,直播间新增粉丝数量,直播间5s观看次数,直播间5s观看成本,直播间评论次数,直播间30s观看次数,直播间30s观看成本,7日总商品访客量,7日总商品访客成本,7日总商品加购量,7日总商品加购成本,7日总下单订单量,7日总下单订单成本,7日总下单金额,7日总下单ROI,7日总支付订单量,7日总支付订单成本,7日总支付金额,7日总支付ROI,直播间直接下单订单量,直播间直接下单订单成本,直播间直接下单金额,直播间直接下单ROI,直播间直接支付订单量,直播间直接支付订单成本,直播间直接支付金额,直播间直接支付ROI,店铺新客商品访问量,店铺新客支付订单量,店铺新客支付金额
2026-01-30,商品-等了这么久-星光款-品牌&行业兴趣人群-新号-26.1.30,3668257777,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,68ef797200000000030380e0,https://www.xiaohongshu.com/explore/68ef797200000000030380e0?xsec_token=WBd0I4wv3bEGLhhzxFYpFDK_sMnku10LCon2aRrPekN0A=&xsec_source=pc_wind_export,等了这么久，这次一定要入手！！,,,商品推广x日常销售,通投,16.37,27,2,7.41%,8.19,606.3,0,0.00,0.0,0,0,0.0,0,0,0.0,2,8.19,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,2,0,0.0
2026-01-30,商品-白白胖胖-星光款-品牌&行业兴趣人群-新号-26.1.30,3668257778,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,68ef7968000000000301210f,https://www.xiaohongshu.com/explore/68ef7968000000000301210f?xsec_token=WBd0I4wv3bEGLhhzxFYpFDK3Lbu_8HNF-2EQJtJcIv314=&xsec_source=pc_wind_export,王炸福利！每个宝妈都能生出白白胖胖的天使,,,商品推广x日常销售,通投,14.96,26,1,3.85%,14.96,575.38,0,0.00,0.0,0,0,0.0,0,0,0.0,1,14.96,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-30,商品-素颜自由-青春款-品牌&行业兴趣人群-新号-26.1.30,3668816444,商品-爆文合集-青春款-品牌&行业兴趣人群-26.1.30,172720001,68fb4ac9000000000301fef0,https://www.xiaohongshu.com/explore/68fb4ac9000000000301fef0?xsec_token=WBmzMrw2pk2m24CTZaAFDbLsTpB963oXazFfws1dPt9Dk=&xsec_source=pc_wind_export,双11素颜自由攻略，小仙炖福利强到离谱！,,,商品推广x日常销售,通投,0.00,9,0,0.0%,0.0,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-30,商品-饱满肌-青春款-品牌&行业兴趣人群-日弘-26.1.30,3668816445,商品-爆文合集-青春款-品牌&行业兴趣人群-26.1.30,172720001,686f734e000000002400bf48,https://www.xiaohongshu.com/explore/686f734e000000002400bf48?xsec_token=WBLK3cNapav8an08gb4erv9g9ySJVQZb-CmIN2UbF2KdI=&xsec_source=pc_wind_export,女生为什么要吃燕窝？怎么选才有用？,,,商品推广x日常销售,通投,6.06,37,6,16.22%,1.01,163.78,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-30,商品-聪明孕-青春款-品牌&行业兴趣人群-日弘-26.1.30,3668816446,商品-爆文合集-青春款-品牌&行业兴趣人群-26.1.30,172720001,66714c48000000001d0161ee,https://www.xiaohongshu.com/explore/66714c48000000001d0161ee?xsec_token=WBLWiIAGbgxEYay92QV4SE76hjmKytKkdYakv49E9A_R0=&xsec_source=pc_wind_export,孕期滋补怎么选？燕窝当然首当其冲！,,,商品推广x日常销售,通投,8.57,49,2,4.08%,4.29,174.9,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-31,商品-小白选-合集款-品牌&行业兴趣人群-日弘-26.1.30,3667714192,商品-爆文合集-合集款-品牌&行业兴趣人群-日弘-26.1.30,172685755,67af0cf3000000002803797b,https://www.xiaohongshu.com/explore/67af0cf3000000002803797b?xsec_token=WBm5DfJrFQddPNffjkhmGr3ixcjhqcDZhBs3WAzOWjg3g=&xsec_source=pc_wind_export,燕窝保养选错＝补错！一篇让你找到品质燕窝,,,商品推广x日常销售,通投,0.00,15,0,0.0%,0.0,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-31,商品-冤枉钱-合集款-品牌&行业兴趣人群-日弘-26.1.30,3667714193,商品-爆文合集-合集款-品牌&行业兴趣人群-日弘-26.1.30,172685755,684b88e4000000002100a26c,https://www.xiaohongshu.com/explore/684b88e4000000002100a26c?xsec_token=WBAIiiggHhqYcmOIU8OFCxTqDZxXhOnbeGJtR94dpfs7Y=&xsec_source=pc_wind_export,鲜炖燕窝选错＝白花钱！一篇教你怎么选！,,,商品推广x日常销售,通投,8.24,77,3,3.9%,2.75,107.01,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-31,商品-燕窝新-合集款-品牌&行业兴趣人群-日弘-26.1.30,3667714194,商品-爆文合集-合集款-品牌&行业兴趣人群-日弘-26.1.30,172685755,6735ba5f000000003c015663,https://www.xiaohongshu.com/explore/6735ba5f000000003c015663?xsec_token=WBrN20tB5PNfwrRS2iS-bhS-IdOfS7kwpIVZQgoAH4Has=&xsec_source=pc_wind_export,燕窝新手不踩坑！认准这一篇就够了,,,商品推广x日常销售,通投,193.34,307,28,9.12%,6.91,629.77,0,0.00,0.0,0,0,0.0,0,0,0.0,1,193.34,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,1,0,0.0
2026-01-31,商品-燕窝也-合集款-品牌&行业兴趣人群-日弘-26.1.30,3667714195,商品-爆文合集-合集款-品牌&行业兴趣人群-日弘-26.1.30,172685755,672d88bf000000001d0385de,https://www.xiaohongshu.com/explore/672d88bf000000001d0385de?xsec_token=WBh7MmCvHnN1XOxEGdssjFjOaZNLr7X17EIMjcMCDv9Sg=&xsec_source=pc_wind_export,燕窝也要用心选！一篇讲透给纠结星人,,,商品推广x日常销售,通投,310.19,416,39,9.38%,7.95,745.65,0,0.00,0.0,0,0,0.0,0,0,0.0,7,44.31,2,155.1,1,310.19,3294.0,10.62,1,310.19,3294.0,10.62,0,0.0,0.0,0.0,0,0.0,0.00,0.0,7,1,3294.0
2026-01-31,商品-sukrys_雪子-星光款-品牌&行业兴趣人群-达人-26.1.30,3668257772,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,691574ec000000000700a003,https://www.xiaohongshu.com/explore/691574ec000000000700a003?xsec_token=WBfE1DdnCZEpLgcllgB_W7vVQv4hFmXyGluCTvefAEPTM=&xsec_source=pc_wind_export,32岁博士妈妈分享｜燕窝到底怎么个事儿,,,商品推广x日常销售,通投,118.04,49,5,10.2%,23.61,2408.98,0,0.00,0.0,0,0,0.0,0,0,0.0,1,118.04,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,1,0,0.0
2026-01-31,商品-葛子妮Nini-星光款-品牌&行业兴趣人群-达人-26.1.30,3668257773,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,6912ca5c0000000004017d53,https://www.xiaohongshu.com/explore/6912ca5c0000000004017d53?xsec_token=WBt4BBmuEdQ0evCBHy-PcWJwJCOcMA7b0YguwEHyj2YVg=&xsec_source=pc_wind_export,孕晚期越来越美 这期干货一定要看！,,,商品推广x日常销售,通投,45.21,86,1,1.16%,45.21,525.7,0,0.00,0.0,0,0,0.0,0,0,0.0,2,22.61,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,2,0,0.0
2026-01-31,商品-云卷云舒_转载-星光款-品牌&行业兴趣人群-官号-26.1.30,3668257774,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,68f9d0c70000000004016341,https://www.xiaohongshu.com/explore/68f9d0c70000000004016341?xsec_token=WBoBclBCHqKyBCZ6kYGnApybNMheizsEiYYt7yfMuQFAw=&xsec_source=pc_wind_export,怕产检不达标？我的孕期安心小秘诀,,,商品推广x日常销售,通投,55.46,41,0,0.0%,0.0,1352.68,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-31,商品-主持人柴猫礼-星光款-品牌&行业兴趣人群-达人-26.1.30,3668257775,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,694509e3000000001e034b3e,https://www.xiaohongshu.com/explore/694509e3000000001e034b3e?xsec_token=WB-Xll19w-FpMEWRY_4sHQSTD-PGnFiOOrwphkdtmT39s=&xsec_source=pc_wind_export,孕期总结｜孕早补剂三件套！亲测有效,,,商品推广x日常销售,通投,50.36,38,1,2.63%,50.36,1325.26,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-31,商品-宝妈亲测-星光款-品牌&行业兴趣人群-日弘-26.1.30-视频组,3668257776,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,68ede2560000000004028b00,https://www.xiaohongshu.com/explore/68ede2560000000004028b00?xsec_token=WBgiILrp-c9BK2LsuoyoOqd5UR43YjS-IvMhr5ag3biYo=&xsec_source=pc_wind_export,二胎宝妈亲测！孕期燕窝怎么选！,,,商品推广x日常销售,通投,46.54,23,0,0.0%,0.0,2023.48,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-31,商品-等了这么久-星光款-品牌&行业兴趣人群-新号-26.1.30,3668257777,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,68ef797200000000030380e0,https://www.xiaohongshu.com/explore/68ef797200000000030380e0?xsec_token=WBd0I4wv3bEGLhhzxFYpFDK_sMnku10LCon2aRrPekN0A=&xsec_source=pc_wind_export,等了这么久，这次一定要入手！！,,,商品推广x日常销售,通投,88.87,84,1,1.19%,88.87,1057.98,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-31,商品-白白胖胖-星光款-品牌&行业兴趣人群-新号-26.1.30,3668257778,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,68ef7968000000000301210f,https://www.xiaohongshu.com/explore/68ef7968000000000301210f?xsec_token=WBd0I4wv3bEGLhhzxFYpFDK3Lbu_8HNF-2EQJtJcIv314=&xsec_source=pc_wind_export,王炸福利！每个宝妈都能生出白白胖胖的天使,,,商品推广x日常销售,通投,96.65,70,0,0.0%,0.0,1380.71,0,0.00,0.0,0,0,0.0,0,0,0.0,3,32.22,0,0.0,2,48.33,1188.0,12.29,2,48.33,1188.0,12.29,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-31,商品-素颜自由-青春款-品牌&行业兴趣人群-新号-26.1.30,3668816444,商品-爆文合集-青春款-品牌&行业兴趣人群-26.1.30,172720001,68fb4ac9000000000301fef0,https://www.xiaohongshu.com/explore/68fb4ac9000000000301fef0?xsec_token=WBmzMrw2pk2m24CTZaAFDbLsTpB963oXazFfws1dPt9Dk=&xsec_source=pc_wind_export,双11素颜自由攻略，小仙炖福利强到离谱！,,,商品推广x日常销售,通投,10.95,86,3,3.49%,3.65,127.33,0,0.00,0.0,0,0,0.0,0,0,0.0,1,10.95,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,1,0,0.0
2026-01-31,商品-饱满肌-青春款-品牌&行业兴趣人群-日弘-26.1.30,3668816445,商品-爆文合集-青春款-品牌&行业兴趣人群-26.1.30,172720001,686f734e000000002400bf48,https://www.xiaohongshu.com/explore/686f734e000000002400bf48?xsec_token=WBLK3cNapav8an08gb4erv9g9ySJVQZb-CmIN2UbF2KdI=&xsec_source=pc_wind_export,女生为什么要吃燕窝？怎么选才有用？,,,商品推广x日常销售,通投,43.50,167,16,9.58%,2.72,260.48,0,0.00,0.0,0,0,0.0,0,0,0.0,2,21.75,2,21.75,1,43.5,379.0,8.71,1,43.5,379.0,8.71,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-31,商品-聪明孕-青春款-品牌&行业兴趣人群-日弘-26.1.30,3668816446,商品-爆文合集-青春款-品牌&行业兴趣人群-26.1.30,172720001,66714c48000000001d0161ee,https://www.xiaohongshu.com/explore/66714c48000000001d0161ee?xsec_token=WBLWiIAGbgxEYay92QV4SE76hjmKytKkdYakv49E9A_R0=&xsec_source=pc_wind_export,孕期滋补怎么选？燕窝当然首当其冲！,,,商品推广x日常销售,通投,27.84,192,13,6.77%,2.14,145.0,0,0.00,0.0,0,0,0.0,0,0,0.0,3,9.28,1,27.84,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,3,0,0.0
2026-02-01,商品-小白选-合集款-品牌&行业兴趣人群-日弘-26.1.30,3667714192,商品-爆文合集-合集款-品牌&行业兴趣人群-日弘-26.1.30,172685755,67af0cf3000000002803797b,https://www.xiaohongshu.com/explore/67af0cf3000000002803797b?xsec_token=WBm5DfJrFQddPNffjkhmGr3ixcjhqcDZhBs3WAzOWjg3g=&xsec_source=pc_wind_export,燕窝保养选错＝补错！一篇让你找到品质燕窝,,,商品推广x日常销售,通投,20.89,84,6,7.14%,3.48,248.69,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-02-01,商品-冤枉钱-合集款-品牌&行业兴趣人群-日弘-26.1.30,3667714193,商品-爆文合集-合集款-品牌&行业兴趣人群-日弘-26.1.30,172685755,684b88e4000000002100a26c,https://www.xiaohongshu.com/explore/684b88e4000000002100a26c?xsec_token=WBAIiiggHhqYcmOIU8OFCxTqDZxXhOnbeGJtR94dpfs7Y=&xsec_source=pc_wind_export,鲜炖燕窝选错＝白花钱！一篇教你怎么选！,,,商品推广x日常销售,通投,28.87,123,9,7.32%,3.21,234.72,0,0.00,0.0,0,0,0.0,0,0,0.0,1,28.87,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,1,0,0.0
2026-02-01,商品-燕窝新-合集款-品牌&行业兴趣人群-日弘-26.1.30,3667714194,商品-爆文合集-合集款-品牌&行业兴趣人群-日弘-26.1.30,172685755,6735ba5f000000003c015663,https://www.xiaohongshu.com/explore/6735ba5f000000003c015663?xsec_token=WBrN20tB5PNfwrRS2iS-bhS-IdOfS7kwpIVZQgoAH4Has=&xsec_source=pc_wind_export,燕窝新手不踩坑！认准这一篇就够了,,,商品推广x日常销售,通投,136.32,964,66,6.85%,2.07,141.41,0,0.00,0.0,0,0,0.0,0,0,0.0,9,15.15,2,68.16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,7,0,0.0
2026-02-01,商品-燕窝也-合集款-品牌&行业兴趣人群-日弘-26.1.30,3667714195,商品-爆文合集-合集款-品牌&行业兴趣人群-日弘-26.1.30,172685755,672d88bf000000001d0385de,https://www.xiaohongshu.com/explore/672d88bf000000001d0385de?xsec_token=WBh7MmCvHnN1XOxEGdssjFjOaZNLr7X17EIMjcMCDv9Sg=&xsec_source=pc_wind_export,燕窝也要用心选！一篇讲透给纠结星人,,,商品推广x日常销售,通投,219.48,1321,104,7.87%,2.11,166.15,0,0.00,0.0,0,0,0.0,0,0,0.0,16,13.72,3,73.16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,15,0,0.0
2026-02-01,商品-sukrys_雪子-星光款-品牌&行业兴趣人群-达人-26.1.30,3668257772,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,691574ec000000000700a003,https://www.xiaohongshu.com/explore/691574ec000000000700a003?xsec_token=WBfE1DdnCZEpLgcllgB_W7vVQv4hFmXyGluCTvefAEPTM=&xsec_source=pc_wind_export,32岁博士妈妈分享｜燕窝到底怎么个事儿,,,商品推广x日常销售,通投,36.89,86,6,6.98%,6.15,428.95,0,0.00,0.0,0,0,0.0,0,0,0.0,2,18.45,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,1,0,0.0
2026-02-01,商品-葛子妮Nini-星光款-品牌&行业兴趣人群-达人-26.1.30,3668257773,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,6912ca5c0000000004017d53,https://www.xiaohongshu.com/explore/6912ca5c0000000004017d53?xsec_token=WBt4BBmuEdQ0evCBHy-PcWJwJCOcMA7b0YguwEHyj2YVg=&xsec_source=pc_wind_export,孕晚期越来越美 这期干货一定要看！,,,商品推广x日常销售,通投,23.70,74,3,4.05%,7.9,320.27,0,0.00,0.0,0,0,0.0,0,0,0.0,1,23.7,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,1,0,0.0
2026-02-01,商品-云卷云舒_转载-星光款-品牌&行业兴趣人群-官号-26.1.30,3668257774,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,68f9d0c70000000004016341,https://www.xiaohongshu.com/explore/68f9d0c70000000004016341?xsec_token=WBoBclBCHqKyBCZ6kYGnApybNMheizsEiYYt7yfMuQFAw=&xsec_source=pc_wind_export,怕产检不达标？我的孕期安心小秘诀,,,商品推广x日常销售,通投,19.07,51,0,0.0%,0.0,373.92,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-02-01,商品-主持人柴猫礼-星光款-品牌&行业兴趣人群-达人-26.1.30,3668257775,商品-爆文合集-星光款-品牌&行业兴趣人群-26.1.30,172707578,694509e3000000001e034b3e,https://www.xiaohongshu.com/explore/694509e3000000001e034b3e?xsec_token=WB-Xll19w-FpMEWRY_4sHQSTD-PGnFiOOrwphkdtmT39s=&xsec_source=pc_wind_export,孕期总结｜孕早补剂三件套！亲测有效,,,商品推广x日常销售,通投,6.31,57,3,5.26%,2.1,110.7,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
