时间,创意名称,创意ID,计划名称,计划ID,笔记/素材ID,笔记/素材链接,笔记标题,商品名称,spuId,营销场景,广告类型,消费,展现量,点击量,点击率,平均点击成本,平均千次展示费用,直播间观看次数,直播间观看成本,直播间平均停留时长,直播间新增粉丝数量,直播间5s观看次数,直播间5s观看成本,直播间评论次数,直播间30s观看次数,直播间30s观看成本,7日总商品访客量,7日总商品访客成本,7日总商品加购量,7日总商品加购成本,7日总下单订单量,7日总下单订单成本,7日总下单金额,7日总下单ROI,7日总支付订单量,7日总支付订单成本,7日总支付金额,7日总支付ROI,直播间直接下单订单量,直播间直接下单订单成本,直播间直接下单金额,直播间直接下单ROI,直播间直接支付订单量,直播间直接支付订单成本,直播间直接支付金额,直播间直接支付ROI,店铺新客商品访问量,店铺新客支付订单量,店铺新客支付金额
2026-01-02,智R搜索-想要亮-御三家-系统-12.30,3353513599,智R搜索-优质合集-御三家-系统-12.30,166424705,690821b30000000004023e31,https://www.xiaohongshu.com/explore/690821b30000000004023e31?xsec_token=WByYZRGkTdSmExK0sYtzxhq2m1_WqpbGxULPhcR3BqB2c=&xsec_source=pc_wind_export,想要亮＋紧＋嫩？三步抓住青春密码！,,,商品推广x日常销售,搜索,26.83,250,8,3.2%,3.35,107.32,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-02,智R搜索-老组合-御三家-系统-12.30,3353513600,智R搜索-优质合集-御三家-系统-12.30,166424705,69426863000000001f004043,https://www.xiaohongshu.com/explore/69426863000000001f004043?xsec_token=WBFujBO4wtxAZsfxWlYI_qL__pP4OcaNdrNJ2MsW_lmsE=&xsec_source=pc_wind_export,30+教科书级抗老组合，三剑客让你嫩回18！,,,商品推广x日常销售,搜索,0.00,21,0,0.0%,0.0,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-02,智R搜索-智商税-御三家-系统-12.30,3353513601,智R搜索-优质合集-御三家-系统-12.30,166424705,691711330000000004013fdd,https://www.xiaohongshu.com/explore/691711330000000004013fdd?xsec_token=WBbGc1bfpnCj8VyQS3FhgzqjCKDPUtGFLZSN0V2emnvJw=&xsec_source=pc_wind_export,30+如何分层有效的K衰！帮你避开智商税,,,商品推广x日常销售,搜索,9.67,61,2,3.28%,4.84,158.52,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-02,智R搜索-深扒晓-横测笔记-系统-12.31,3370930496,智R搜索-深扒晓-横测笔记-系统-12.31,166826190,68f9fee30000000005003593,https://www.xiaohongshu.com/explore/68f9fee30000000005003593?xsec_token=WB2rKOJ_yC6q-cRCxT_vdKgC8_besMoJ_Xc5Poa6ZKazk=&xsec_source=pc_wind_export,开春变美遇瓶颈？晓姿28天养出细嫩好状态,,,商品推广x日常销售,搜索,217.66,397,63,15.87%,3.45,548.26,0,0.00,0.0,0,0,0.0,0,0,0.0,2,108.83,1,217.66,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,2,0,0.0
2026-01-03,智R搜索-不踩雷-横测笔记-系统-12.29,3342958892,智R搜索-不踩雷-横测笔记-系统-12.29,166171761,694b833a000000001e028ab0,https://www.xiaohongshu.com/explore/694b833a000000001e028ab0?xsec_token=WBgj0yPeQUb6dUnUcElLU7orijf8pkKrgAvjPTPknd3Eg=&xsec_source=pc_wind_export,快速逆袭！晓姿热门内服一篇讲清怎么选！,,,商品推广x日常销售,搜索,251.40,410,17,4.15%,14.79,613.17,0,0.00,0.0,0,0,0.0,0,0,0.0,1,251.4,6,41.9,2,125.7,6365.0,25.32,2,125.7,6365.0,25.32,0,0.0,0.0,0.0,0,0.0,0.00,0.0,1,2,6365.0
2026-01-03,智R搜索-贵妇听劝-御三家-系统-12.30,3353513598,智R搜索-优质合集-御三家-系统-12.30,166424705,68f5a570000000000402ba94,https://www.xiaohongshu.com/explore/68f5a570000000000402ba94?xsec_token=WBVf0yD-igeSwPsde_rgoRpC1e_pdX1KHZYSbUxBUTBZ8=&xsec_source=pc_wind_export,👑贵妇听劝！熟龄肌进阶保养一套就够了!,,,商品推广x日常销售,搜索,0.45,43,1,2.33%,0.45,10.47,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-03,智R搜索-想要亮-御三家-系统-12.30,3353513599,智R搜索-优质合集-御三家-系统-12.30,166424705,690821b30000000004023e31,https://www.xiaohongshu.com/explore/690821b30000000004023e31?xsec_token=WByYZRGkTdSmExK0sYtzxhq2m1_WqpbGxULPhcR3BqB2c=&xsec_source=pc_wind_export,想要亮＋紧＋嫩？三步抓住青春密码！,,,商品推广x日常销售,搜索,84.86,246,18,7.32%,4.71,344.96,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-03,智R搜索-老组合-御三家-系统-12.30,3353513600,智R搜索-优质合集-御三家-系统-12.30,166424705,69426863000000001f004043,https://www.xiaohongshu.com/explore/69426863000000001f004043?xsec_token=WBFujBO4wtxAZsfxWlYI_qL__pP4OcaNdrNJ2MsW_lmsE=&xsec_source=pc_wind_export,30+教科书级抗老组合，三剑客让你嫩回18！,,,商品推广x日常销售,搜索,0.00,6,0,0.0%,0.0,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-03,智R搜索-智商税-御三家-系统-12.30,3353513601,智R搜索-优质合集-御三家-系统-12.30,166424705,691711330000000004013fdd,https://www.xiaohongshu.com/explore/691711330000000004013fdd?xsec_token=WBbGc1bfpnCj8VyQS3FhgzqjCKDPUtGFLZSN0V2emnvJw=&xsec_source=pc_wind_export,30+如何分层有效的K衰！帮你避开智商税,,,商品推广x日常销售,搜索,31.68,56,5,8.93%,6.34,565.71,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-03,智R搜索-深扒晓-横测笔记-系统-12.31,3370930496,智R搜索-深扒晓-横测笔记-系统-12.31,166826190,68f9fee30000000005003593,https://www.xiaohongshu.com/explore/68f9fee30000000005003593?xsec_token=WB2rKOJ_yC6q-cRCxT_vdKgC8_besMoJ_Xc5Poa6ZKazk=&xsec_source=pc_wind_export,开春变美遇瓶颈？晓姿28天养出细嫩好状态,,,商品推广x日常销售,搜索,469.93,527,73,13.85%,6.44,891.71,0,0.00,0.0,0,0,0.0,0,0,0.0,5,93.99,4,117.48,1,469.93,894.0,1.9,1,469.93,894.0,1.9,0,0.0,0.0,0.0,0,0.0,0.00,0.0,5,1,894.0
2026-01-04,智R搜索-不踩雷-横测笔记-系统-12.29,3342958892,智R搜索-不踩雷-横测笔记-系统-12.29,166171761,694b833a000000001e028ab0,https://www.xiaohongshu.com/explore/694b833a000000001e028ab0?xsec_token=WBgj0yPeQUb6dUnUcElLU7orijf8pkKrgAvjPTPknd3Eg=&xsec_source=pc_wind_export,快速逆袭！晓姿热门内服一篇讲清怎么选！,,,商品推广x日常销售,搜索,449.05,1516,120,7.92%,3.74,296.21,0,0.00,0.0,0,0,0.0,0,0,0.0,11,40.82,1,449.05,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,11,0,0.0
2026-01-04,智R搜索-贵妇听劝-御三家-系统-12.30,3353513598,智R搜索-优质合集-御三家-系统-12.30,166424705,68f5a570000000000402ba94,https://www.xiaohongshu.com/explore/68f5a570000000000402ba94?xsec_token=WBVf0yD-igeSwPsde_rgoRpC1e_pdX1KHZYSbUxBUTBZ8=&xsec_source=pc_wind_export,👑贵妇听劝！熟龄肌进阶保养一套就够了!,,,商品推广x日常销售,搜索,22.03,206,5,2.43%,4.41,106.94,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-04,智R搜索-想要亮-御三家-系统-12.30,3353513599,智R搜索-优质合集-御三家-系统-12.30,166424705,690821b30000000004023e31,https://www.xiaohongshu.com/explore/690821b30000000004023e31?xsec_token=WByYZRGkTdSmExK0sYtzxhq2m1_WqpbGxULPhcR3BqB2c=&xsec_source=pc_wind_export,想要亮＋紧＋嫩？三步抓住青春密码！,,,商品推广x日常销售,搜索,235.85,958,40,4.18%,5.9,246.19,0,0.00,0.0,0,0,0.0,0,0,0.0,2,117.93,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,2,0,0.0
2026-01-04,智R搜索-老组合-御三家-系统-12.30,3353513600,智R搜索-优质合集-御三家-系统-12.30,166424705,69426863000000001f004043,https://www.xiaohongshu.com/explore/69426863000000001f004043?xsec_token=WBFujBO4wtxAZsfxWlYI_qL__pP4OcaNdrNJ2MsW_lmsE=&xsec_source=pc_wind_export,30+教科书级抗老组合，三剑客让你嫩回18！,,,商品推广x日常销售,搜索,2.89,75,3,4.0%,0.96,38.53,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-04,智R搜索-智商税-御三家-系统-12.30,3353513601,智R搜索-优质合集-御三家-系统-12.30,166424705,691711330000000004013fdd,https://www.xiaohongshu.com/explore/691711330000000004013fdd?xsec_token=WBbGc1bfpnCj8VyQS3FhgzqjCKDPUtGFLZSN0V2emnvJw=&xsec_source=pc_wind_export,30+如何分层有效的K衰！帮你避开智商税,,,商品推广x日常销售,搜索,163.82,512,34,6.64%,4.82,319.96,0,0.00,0.0,0,0,0.0,0,0,0.0,6,27.3,6,27.3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,6,0,0.0
2026-01-04,智R搜索-深扒晓-横测笔记-系统-12.31,3370930496,智R搜索-深扒晓-横测笔记-系统-12.31,166826190,68f9fee30000000005003593,https://www.xiaohongshu.com/explore/68f9fee30000000005003593?xsec_token=WB2rKOJ_yC6q-cRCxT_vdKgC8_besMoJ_Xc5Poa6ZKazk=&xsec_source=pc_wind_export,开春变美遇瓶颈？晓姿28天养出细嫩好状态,,,商品推广x日常销售,搜索,105.00,263,31,11.79%,3.39,399.24,0,0.00,0.0,0,0,0.0,0,0,0.0,3,35.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,3,0,0.0
2026-01-05,智R搜索-不踩雷-横测笔记-系统-12.29,3342958892,智R搜索-不踩雷-横测笔记-系统-12.29,166171761,694b833a000000001e028ab0,https://www.xiaohongshu.com/explore/694b833a000000001e028ab0?xsec_token=WBgj0yPeQUb6dUnUcElLU7orijf8pkKrgAvjPTPknd3Eg=&xsec_source=pc_wind_export,快速逆袭！晓姿热门内服一篇讲清怎么选！,,,商品推广x日常销售,搜索,616.16,1647,122,7.41%,5.05,374.11,0,0.00,0.0,0,0,0.0,0,0,0.0,10,61.62,5,123.23,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,10,0,0.0
2026-01-05,智R搜索-贵妇听劝-御三家-系统-12.30,3353513598,智R搜索-优质合集-御三家-系统-12.30,166424705,68f5a570000000000402ba94,https://www.xiaohongshu.com/explore/68f5a570000000000402ba94?xsec_token=WBVf0yD-igeSwPsde_rgoRpC1e_pdX1KHZYSbUxBUTBZ8=&xsec_source=pc_wind_export,👑贵妇听劝！熟龄肌进阶保养一套就够了!,,,商品推广x日常销售,搜索,130.54,242,8,3.31%,16.32,539.42,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-05,智R搜索-想要亮-御三家-系统-12.30,3353513599,智R搜索-优质合集-御三家-系统-12.30,166424705,690821b30000000004023e31,https://www.xiaohongshu.com/explore/690821b30000000004023e31?xsec_token=WByYZRGkTdSmExK0sYtzxhq2m1_WqpbGxULPhcR3BqB2c=&xsec_source=pc_wind_export,想要亮＋紧＋嫩？三步抓住青春密码！,,,商品推广x日常销售,搜索,631.87,832,33,3.97%,19.15,759.46,0,0.00,0.0,0,0,0.0,0,0,0.0,6,105.31,4,157.97,1,631.87,1118.0,1.77,1,631.87,1118.0,1.77,0,0.0,0.0,0.0,0,0.0,0.00,0.0,6,1,1118.0
2026-01-05,智R搜索-老组合-御三家-系统-12.30,3353513600,智R搜索-优质合集-御三家-系统-12.30,166424705,69426863000000001f004043,https://www.xiaohongshu.com/explore/69426863000000001f004043?xsec_token=WBFujBO4wtxAZsfxWlYI_qL__pP4OcaNdrNJ2MsW_lmsE=&xsec_source=pc_wind_export,30+教科书级抗老组合，三剑客让你嫩回18！,,,商品推广x日常销售,搜索,21.37,121,3,2.48%,7.12,176.61,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-05,智R搜索-智商税-御三家-系统-12.30,3353513601,智R搜索-优质合集-御三家-系统-12.30,166424705,691711330000000004013fdd,https://www.xiaohongshu.com/explore/691711330000000004013fdd?xsec_token=WBbGc1bfpnCj8VyQS3FhgzqjCKDPUtGFLZSN0V2emnvJw=&xsec_source=pc_wind_export,30+如何分层有效的K衰！帮你避开智商税,,,商品推广x日常销售,搜索,457.33,546,27,4.95%,16.94,837.6,0,0.00,0.0,0,0,0.0,0,0,0.0,3,152.44,2,228.67,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,3,0,0.0
2026-01-06,智R搜索-不踩雷-横测笔记-系统-12.29,3342958892,智R搜索-不踩雷-横测笔记-系统-12.29,166171761,694b833a000000001e028ab0,https://www.xiaohongshu.com/explore/694b833a000000001e028ab0?xsec_token=WBgj0yPeQUb6dUnUcElLU7orijf8pkKrgAvjPTPknd3Eg=&xsec_source=pc_wind_export,快速逆袭！晓姿热门内服一篇讲清怎么选！,,,商品推广x日常销售,搜索,764.13,2018,137,6.79%,5.58,378.66,0,0.00,0.0,0,0,0.0,0,0,0.0,6,127.36,1,764.13,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,6,0,0.0
2026-01-06,智R搜索-贵妇听劝-御三家-系统-12.30,3353513598,智R搜索-优质合集-御三家-系统-12.30,166424705,68f5a570000000000402ba94,https://www.xiaohongshu.com/explore/68f5a570000000000402ba94?xsec_token=WBVf0yD-igeSwPsde_rgoRpC1e_pdX1KHZYSbUxBUTBZ8=&xsec_source=pc_wind_export,👑贵妇听劝！熟龄肌进阶保养一套就够了!,,,商品推广x日常销售,搜索,22.35,78,4,5.13%,5.59,286.54,0,0.00,0.0,0,0,0.0,0,0,0.0,1,22.35,3,7.45,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,1,0,0.0
2026-01-06,智R搜索-想要亮-御三家-系统-12.30,3353513599,智R搜索-优质合集-御三家-系统-12.30,166424705,690821b30000000004023e31,https://www.xiaohongshu.com/explore/690821b30000000004023e31?xsec_token=WByYZRGkTdSmExK0sYtzxhq2m1_WqpbGxULPhcR3BqB2c=&xsec_source=pc_wind_export,想要亮＋紧＋嫩？三步抓住青春密码！,,,商品推广x日常销售,搜索,71.62,197,12,6.09%,5.97,363.55,0,0.00,0.0,0,0,0.0,0,0,0.0,1,71.62,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,1,0,0.0
2026-01-06,智R搜索-老组合-御三家-系统-12.30,3353513600,智R搜索-优质合集-御三家-系统-12.30,166424705,69426863000000001f004043,https://www.xiaohongshu.com/explore/69426863000000001f004043?xsec_token=WBFujBO4wtxAZsfxWlYI_qL__pP4OcaNdrNJ2MsW_lmsE=&xsec_source=pc_wind_export,30+教科书级抗老组合，三剑客让你嫩回18！,,,商品推广x日常销售,搜索,0.00,22,0,0.0%,0.0,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-06,智R搜索-智商税-御三家-系统-12.30,3353513601,智R搜索-优质合集-御三家-系统-12.30,166424705,691711330000000004013fdd,https://www.xiaohongshu.com/explore/691711330000000004013fdd?xsec_token=WBbGc1bfpnCj8VyQS3FhgzqjCKDPUtGFLZSN0V2emnvJw=&xsec_source=pc_wind_export,30+如何分层有效的K衰！帮你避开智商税,,,商品推广x日常销售,搜索,126.04,145,13,8.97%,9.7,869.24,0,0.00,0.0,0,0,0.0,0,0,0.0,6,21.01,3,42.01,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,6,0,0.0
2026-01-07,智R搜索-不踩雷-横测笔记-系统-12.29,3342958892,智R搜索-不踩雷-横测笔记-系统-12.29,166171761,694b833a000000001e028ab0,https://www.xiaohongshu.com/explore/694b833a000000001e028ab0?xsec_token=WBgj0yPeQUb6dUnUcElLU7orijf8pkKrgAvjPTPknd3Eg=&xsec_source=pc_wind_export,快速逆袭！晓姿热门内服一篇讲清怎么选！,,,商品推广x日常销售,搜索,449.90,1345,94,6.99%,4.79,334.5,0,0.00,0.0,0,0,0.0,0,0,0.0,4,112.48,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,4,0,0.0
2026-01-08,智R搜索-不踩雷-横测笔记-系统-12.29,3342958892,智R搜索-不踩雷-横测笔记-系统-12.29,166171761,694b833a000000001e028ab0,https://www.xiaohongshu.com/explore/694b833a000000001e028ab0?xsec_token=WBgj0yPeQUb6dUnUcElLU7orijf8pkKrgAvjPTPknd3Eg=&xsec_source=pc_wind_export,快速逆袭！晓姿热门内服一篇讲清怎么选！,,,商品推广x日常销售,搜索,28.52,79,7,8.86%,4.07,361.01,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-08,智R搜索-不必苦-AGXI-搜索-26.1.8,3443983662,智R搜索-合集4条-AGXI-搜索-26.1.8,168056682,693a1624000000001e0275f5,https://www.xiaohongshu.com/explore/693a1624000000001e0275f5?xsec_token=WBx9U658GYfG7IDIibPE2NQP9vueAL-n1ykQT3j39NhoE=&xsec_source=pc_wind_export,30+抗糖不必苦苦忌嘴 美食与好状态都要！,,,商品推广x日常销售,搜索,0.00,3,0,0.0%,0.0,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
2026-01-08,智R搜索-君君来啦-AGXI-搜索-26.1.8-达人直投,3443983663,智R搜索-合集4条-AGXI-搜索-26.1.8,168056682,692e9bcb000000001e0098ec,https://www.xiaohongshu.com/explore/692e9bcb000000001e0098ec?xsec_token=WBpQI5MSbF0bBG-YjGGb82ftXq3itxVGFiup-pTiCyfEY=&xsec_source=pc_wind_export,写写黄皮离不开的内服好物✍️：,,,商品推广x日常销售,搜索,0.00,6,0,0.0%,0.0,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0,0.0
