笔记ID,笔记标题,笔记链接,笔记简称,笔记内容方向,笔记场景,笔记来源,产品
6867a356000000001002785e,孕期滋补不将就??顶奢燕窝 + 神仙赠品,https://www.xiaohongshu.com/explore/6867a356000000001002785e?xsec_token=WBfEN1SjlW6uU-9JVsGpRuI-rfB1BPGfn4r8bdLjdihMk=&xsec_source=pc_wind_export,,孕产场景,,抖音,
6867a2bf000000000b01d00a,救命！这瓶贵妇级鲜炖燕窝直接封神??,https://www.xiaohongshu.com/explore/6867a2bf000000000b01d00a?xsec_token=WBfEN1SjlW6uU-9JVsGpRuI8yRJiR479pPk94qwWWQpEA=&xsec_source=pc_wind_export,,美容场景,,抖音,
6867a240000000000b02ee6e,35 + 姐姐的夏日逆袭秘籍??,https://www.xiaohongshu.com/explore/6867a240000000000b02ee6e?xsec_token=WBfEN1SjlW6uU-9JVsGpRuI1em8QIKSGWXjq-mIzwpAFU=&xsec_source=pc_wind_export,,美容场景,,抖音,
6867a0cc00000000100137e2,谁懂啊！整个孕期的好状态被小仙炖承包?,https://www.xiaohongshu.com/explore/6867a0cc00000000100137e2?xsec_token=WBfEN1SjlW6uU-9JVsGpRuIxP_iA2BbKsLgWJ2UjwpQCE=&xsec_source=pc_wind_export,,孕期,,抖音,
6867a1bc000000000b01c84b,,,,孕期,,抖音,
686f82c60000000011001994,谁懂啊！整个孕期的好状态被小仙炖承包?,https://www.xiaohongshu.com/explore/686f82c60000000011001994?xsec_token=WBLK3cNapav8an08gb4erv9h7Qo-6yE3LXhWwG7nuQgN0=&xsec_source=pc_wind_export,,孕期,,抖音,
686f8398000000000d026673,备孕吃小仙炖，体质杠杠的??,https://www.xiaohongshu.com/explore/686f8398000000000d026673?xsec_token=WBLK3cNapav8an08gb4erv9gIR92G9gxFAE8IJji_GrX0=&xsec_source=pc_wind_export,,孕产场景,,抖音,
686f8439000000000b02f0d2,,,,美容场景,,抖音,
686f84b6000000000b01d8cd,跟着女明星吃小仙炖?气色好到爆,https://www.xiaohongshu.com/explore/686f84b6000000000b01d8cd?xsec_token=WBLK3cNapav8an08gb4erv9lQHIQ-eceMiEB8ELsoIwrU=&xsec_source=pc_wind_export,,护肤场景,,抖音,
686f88d2000000000d024fa2,送自己的孕期宠爱??小仙炖鲜炖燕窝,https://www.xiaohongshu.com/explore/686f88d2000000000d024fa2?xsec_token=WBLK3cNapav8an08gb4erv9pU3HxpG_dkl_550I5M9_ew=&xsec_source=pc_wind_export,,营养价值体系,,抖音,
686f89120000000012014c03,??小仙炖这波操作，直接赢麻了！,https://www.xiaohongshu.com/explore/686f89120000000012014c03?xsec_token=WBLK3cNapav8an08gb4erv9hPFDrrDJRPdDzztzcRRDlo=&xsec_source=pc_wind_export,,孕期,,抖音,
686f897c000000000d019ab7,孕期滋补不将就?? 这波错过真的会哭！,https://www.xiaohongshu.com/explore/686f897c000000000d019ab7?xsec_token=WBLK3cNapav8an08gb4erv9o09Ppzeqq7m-JZO7kHJCfQ=&xsec_source=pc_wind_export,,孕期,,抖音,
686f89df0000000010013071,孕妈必囤??印尼优质燕窝 + 双重蛋白,https://www.xiaohongshu.com/explore/686f89df0000000010013071?xsec_token=WBLK3cNapav8an08gb4erv9vC7KoTVAS81FPxXN-sNZL4=&xsec_source=pc_wind_export,,孕期,,抖音,
686f8a28000000000b01c331,救命！孕期燕窝赠品王炸局来了??,https://www.xiaohongshu.com/explore/686f8a28000000000b01c331?xsec_token=WBLK3cNapav8an08gb4erv9iVE7IzqX4UrRl-vbMRV1l0=&xsec_source=pc_wind_export,,孕期,,抖音,
686f8bf2000000001201620b,直播间冲??女星都在推的小仙炖！,https://www.xiaohongshu.com/explore/686f8bf2000000001201620b?xsec_token=WBLK3cNapav8an08gb4erv9gdCvopiItIDILrnEfG3GSM=&xsec_source=pc_wind_export,,背书型,,抖音,
686f8c51000000001100235f,这是什么神仙孕期福利?错过真的拍断大腿！,https://www.xiaohongshu.com/explore/686f8c51000000001100235f?xsec_token=WBLK3cNapav8an08gb4erv9qSpHGi4lpAv5ikkhFbELmQ=&xsec_source=pc_wind_export,,孕期,,抖音,
686f8c970000000012016718,孕期滋补界的 “六边形战士”??闭眼入！,https://www.xiaohongshu.com/explore/686f8c970000000012016718?xsec_token=WBLK3cNapav8an08gb4erv9hUdwV4fS7xqyL0oyKoyIpI=&xsec_source=pc_wind_export,,孕期,,抖音,
686f8ce50000000012016977,孕期幸福感拉满??营养与快乐我都要！,https://www.xiaohongshu.com/explore/686f8ce50000000012016977?xsec_token=WBLK3cNapav8an08gb4erv9q0pIHd9C12BiC-ZRLmQOR4=&xsec_source=pc_wind_export,,孕期,,抖音,
6809e88c000000001c035491,【小仙炖鲜炖燕窝】 从源头锁定燕窝品质,https://www.xiaohongshu.com/explore/6809e88c000000001c035491?xsec_token=WB6zHqZtPxt8xSYWcoxsKW_Nl822kJ54MJbHWf-F5EztA=&xsec_source=pc_wind_export,,孕产滋补,,达人,
682d64920000000012004b34,??妈妈??必看｜孕期燕窝到底怎么选？,https://www.xiaohongshu.com/explore/682d64920000000012004b34?xsec_token=WBWnG3UBiEC_Vedyxztr-ZRc54pP-X3HQGYDVWJnYsab4=&xsec_source=pc_wind_export,,孕产滋补,,达人,
682ff197000000000303f09d,,,,美容养颜,,达人,
68301e6c000000002100f20d,二胎宝妈吐血整理！小仙炖&燕之屋哪家强？,https://www.xiaohongshu.com/explore/68301e6c000000002100f20d?xsec_token=WBZPXFeFWAxcZ8ozPEStdz1tqxj5IJRWS5aBzdg0xhPKE=&xsec_source=pc_wind_export,,孕产滋补,,达人,
682ef33f000000002202f45e,准妈妈??集合｜帮你选备孕燕窝啦??,https://www.xiaohongshu.com/explore/682ef33f000000002202f45e?xsec_token=WBJsZZ9NguGx378Z_gHh1yz5GLIG_jJskriajSqY2eYQU=&xsec_source=pc_wind_export,,孕产滋补,,达人,
683415cc00000000230111ff,,,,孕产滋补,,达人,
6837d4ef000000002002bedf,,,,美容养颜,,达人,
68397cdb000000002100406a,,,,孕产滋补,,达人,
680395b8000000001c037439,,,,美容养颜,,达人,
68103675000000002301d234,,,,产后滋补,,达人,
682be94b0000000012006b97,,,,美容养颜,,达人,
682edf2000000000210034c7,孕期/产后别踩坑！燕窝怎么选不出错,https://www.xiaohongshu.com/explore/682edf2000000000210034c7?xsec_token=WBJsZZ9NguGx378Z_gHh1yz_-lOKDRwQJ2e1XRgy1m_JI=&xsec_source=pc_wind_export,,孕产滋补,,达人,
6812b0bf00000000230169d8,连续吃燕窝30天，我的皮肤和体质竟然……,https://www.xiaohongshu.com/explore/6812b0bf00000000230169d8?xsec_token=WBPBEAgUz2PR39tKYFwxsq0VT-Qxh8AIsrgnrnyfhb8ng=&xsec_source=pc_wind_export,,美容养颜,,达人,
6835b0440000000012007e82,跳出30+保养瓶颈期！内调外养真的香！,https://www.xiaohongshu.com/explore/6835b0440000000012007e82?xsec_token=WBoWRxlx_nJhis4lLO9-nunejTu9DOKrmkX9GDgVvvkZw=&xsec_source=pc_wind_export,,美容养颜,,达人,
6865ff1a000000000d027e7b,,,,孕产滋补,,达人,
68664edf0000000015020e82,内调是30+养肤的明智之选？深扒燕窝变美真相,https://www.xiaohongshu.com/explore/68664edf0000000015020e82?xsec_token=WB4Xkb8r14AzVWO8jDGmEV8DUKuvIpwP4aDCNnhqC7POc=&xsec_source=pc_wind_export,,美容养颜,,达人,
6865fb55000000000b01c93a,,,,孕产滋补,,达人,
686785e70000000015020eba,,,,美容养颜,,达人,
686766590000000023007218,,,,孕产滋补,,达人,
6867852d000000001202dde2,已生！过来人告诉你，孕期燕窝有没有必要吃??,https://www.xiaohongshu.com/explore/6867852d000000001202dde2?xsec_token=WBfEN1SjlW6uU-9JVsGpRuI_D_jVc5gKINfH7_-63Th6Y=&xsec_source=pc_wind_export,,孕产滋补,,达人,
6867a8e10000000010026274,孕期燕窝科学食谱搭配|营养均衡宝宝棒！,https://www.xiaohongshu.com/explore/6867a8e10000000010026274?xsec_token=WBfEN1SjlW6uU-9JVsGpRuI_mHB14EvFmezLB6G5irf3s=&xsec_source=pc_wind_export,,孕产滋补,,达人,
686b8bf2000000001100019a,,,,孕产滋补,,达人,
686b80860000000020019c62,,,,孕产滋补,,达人,
686b7a5a000000001c031475,,,,孕产滋补,,达人,
686a611400000000220312f1,,,,孕产滋补,,达人,
686c9acd000000002400c3c5,,,,孕产滋补,,达人,
686ca3140000000011003e38,孕期切记不能乱吃燕窝！附燕窝的正确吃法,https://www.xiaohongshu.com/explore/686ca3140000000011003e38?xsec_token=WBlYERl7tXHA9NtGn5_QtjDrGho5-RVtS-9QV9vaPrSeA=&xsec_source=pc_wind_export,,孕产滋补,,达人,
686b992e000000002400d2a8,,,,孕产滋补,,达人,
686cc2650000000015023335,,,,美容养颜,,达人,
686cfd71000000000b01c22d,,,,美容养颜,,达人,
686cbb930000000020019481,,,,孕产滋补,,达人,
686ccca90000000017035666,,,,孕产滋补,,达人,
686df2ab000000001301184d,,,,孕产滋补,,达人,
686dfae7000000001202ecfb,,,,孕产滋补,,达人,
686f793b000000000b01c31e,,,,孕产滋补,,达人,
686e232c00000000150230f8,,,,孕产滋补,,达人,
686df6ee0000000022032cd4,,,,孕产滋补,,达人,
686f75130000000012030950,孕期吃燕窝到底有用吗？孕产专家告诉你！,https://www.xiaohongshu.com/explore/686f75130000000012030950?xsec_token=WBLK3cNapav8an08gb4erv9nQNUZc1GuEOqBgktpKG7gg=&xsec_source=pc_wind_export,,孕产滋补,,达人,
6870dcda00000000230066d6,,,,美容养颜,,达人,
6872448d0000000011000dc0,,,,美容养颜,,达人,
68724eea000000002400a594,,,,孕产滋补,,达人,
68747f0f0000000017035b44,,,,孕产滋补,,达人,
6874974b0000000011001a61,孕期夫妻分享，吃燕窝是智商税？,https://www.xiaohongshu.com/explore/6874974b0000000011001a61?xsec_token=WBz4AVXEBwm3-Z5MfH9zr19qki9YWkfT_QzU_V7-aGLKU=&xsec_source=pc_wind_export,,孕产滋补,,达人,
6875c6b6000000002203d334,孕期这么吃??轻松get双倍营养,https://www.xiaohongshu.com/explore/6875c6b6000000002203d334?xsec_token=WBnCE4GoLIBaiNPaVCQUPRK6VOfsS4O7Lkss9lnddFVJc=&xsec_source=pc_wind_export,,孕产滋补,,达人,
6875192d000000001202e21b,,,,孕产滋补,,达人,
6874cf740000000012021140,,,,孕产滋补,,达人,
68761e47000000000b02ebf8,,,,孕产滋补,,达人,
6874ddd10000000023004fb3,,,,孕产滋补,,达人,
68776a270000000012021fe0,真的要被人类幼崽可爱到??我孕期燕窝没吃错,https://www.xiaohongshu.com/explore/68776a270000000012021fe0?xsec_token=WBORXqhRFuPrWEJdaAmxraIeVGAg1ZiwJ5s1v_hPCSf9I=&xsec_source=pc_wind_export,,孕产滋补,,达人,
68770815000000000b01eff9,,,,美容养颜,,达人,
68775321000000001703184b,,,,美容养颜,,达人,
687777d70000000023004bf3,,,,美容养颜,,达人,
68774b2e000000001002537f,,,,美容养颜,,达人,
6877a04e0000000022030225,打卡28天…从质疑到理解！30+也有妈生好气色！,https://www.xiaohongshu.com/explore/6877a04e0000000022030225?xsec_token=WBORXqhRFuPrWEJdaAmxraIZm8OJnyRtmIEMYVtKMwiYM=&xsec_source=pc_wind_export,,美容养颜,,达人,
686cb67b0000000015022107,我的孕期宝藏燕窝，看来宝宝很喜欢...,https://www.xiaohongshu.com/explore/686cb67b0000000015022107?xsec_token=WBlYERl7tXHA9NtGn5_QtjDrwBePu-grka6z6YnGEBTjw=&xsec_source=pc_wind_export,,孕产滋补,,达人,
68776de30000000012023d2b,,,,孕产滋补,,达人,
6800c0fe0000000007035cf4,燕窝保养选错＝补错！一篇让你找到品质燕窝,"https://www.xiaohongshu.com/explore/6800c0fe0000000007035cf4?xsec_token=WBBwUWKI6BcdgJ6PcoEHdCgkY_gqPqKoauXKI6dQC_2Zw=&xsec_source=pc_wind_export
https://www.xiaohongshu.com/explore/6800c0fe0000000007035cf4?xsec_token=WBBwUWKI6BcdgJ6PcoEHdCgnCWLC8ZttyShYP4wGph0GY=&xsec_source=pc_wind_export",小白选,其他（合集&礼盒&直播预告）,合集,广告素材,合集款
6801aa95000000000d0140a5,熬夜无痕谁懂！素颜好状态还得靠食补！,https://www.xiaohongshu.com/explore/6801aa95000000000d0140a5?xsec_token=WBB_HmrfZbBx-AcwVLAujvga8xM_ir8GLPqzZPt_4EoZw=&xsec_source=pc_wind_export,,美容养颜,,广告素材,
6800d1d3000000000901558a,30+比25状态还好？疲态脸自救指南来啦~,https://www.xiaohongshu.com/explore/6800d1d3000000000901558a?xsec_token=WBBwUWKI6BcdgJ6PcoEHdCgm9qT-FX9XQq_WFbhdAzIdQ=&xsec_source=pc_wind_export,,熬夜/亚健康,,广告素材,
6800ce01000000000f03bebe,25+职场人的抗班味神器！由内富养是硬道理,https://www.xiaohongshu.com/explore/6800ce01000000000f03bebe?xsec_token=WBBwUWKI6BcdgJ6PcoEHdCgol3iByVoEUL4YKV4BcptFQ=&xsec_source=pc_wind_export,,美容养颜,,广告素材,
6801b680000000000e0074a1,跟着张柏芝打卡食补燕窝，素颜美才是绝杀！,https://www.xiaohongshu.com/explore/6801b680000000000e0074a1?xsec_token=WBB_HmrfZbBx-AcwVLAujvgQUx2X0OUJZV-N2Lv5_j9TI=&xsec_source=pc_wind_export,,美容养颜,,广告素材,
6811e0d2000000002202bc03 ,,,,熬夜/亚健康,,广告素材,
680d8309000000000b017d99,广东夫妇分享美容养颜仙品！鲜炖燕窝值得！,https://www.xiaohongshu.com/explore/680d8309000000000b017d99?xsec_token=WBdJRnB4WM2qUtR4MLpOJA1V0pvyjzHp_wSEJZobxH4LE=&xsec_source=pc_wind_export,,美容养颜,,广告素材,
6811bf9f000000002202b1c4,小仙炖滋补指南 按需选对营养更高效,"https://www.xiaohongshu.com/explore/6811bf9f000000002202b1c4?xsec_token=WBkKYhgRrUKoYrS0olz46osf3aVjj5tzVSkU8GwYYJyMc=&xsec_source=pc_wind_export
https://www.xiaohongshu.com/explore/6811bf9f000000002202b1c4?xsec_token=WBkKYhgRrUKoYrS0olz46oscgIQMoaprHsbRwRboWcgMc=&xsec_source=pc_wind_export",小仙炖,其他（合集&礼盒&直播预告）,,广告素材,合集款
68103770000000002301d7aa,不管！这才是更适合管理期女生的内调,https://www.xiaohongshu.com/explore/68103770000000002301d7aa?xsec_token=WBY5DnD3Wa1_MXZIYybRrfg5d_C_G3c6owgkwoJsw-IRs=&xsec_source=pc_wind_export,,美容养颜,,广告素材,
6842915f0000000022006397,20 +养出千金感冷皮 坚持打卡皮肤真会变乖,https://www.xiaohongshu.com/explore/6842915f0000000022006397?xsec_token=WB-908J2_bCGv0gA_0-r1KXM1VbFGzsrGHVj_FezEQGEY=&xsec_source=pc_wind_export,,美容养颜,,广告素材,
6848e943000000002102e0b6,25+养颜不走弯路！中式滋补由内补出发光肌,https://www.xiaohongshu.com/explore/6848e943000000002102e0b6?xsec_token=WBKkR-JjkjeH23ZW5uEKobpwQqHVMBf7vwh7-R_h7NV4Y=&xsec_source=pc_wind_export,,熬夜/亚健康,,广告素材,
6874ddd10000000023004fb3,,,,孕产滋补,,达人,
68770815000000000b01eff9,,,,美容养颜,,达人,
68775321000000001703184b,,,,美容养颜,,达人,
687777d70000000023004bf3,,,,美容养颜,,达人,
68774b2e000000001002537f,,,,美容养颜,,达人,
6877a04e0000000022030225,打卡28天…从质疑到理解！30+也有妈生好气色！,https://www.xiaohongshu.com/explore/6877a04e0000000022030225?xsec_token=WBORXqhRFuPrWEJdaAmxraIZm8OJnyRtmIEMYVtKMwiYM=&xsec_source=pc_wind_export,,美容养颜,,达人,
68776de30000000012023d2b,,,,孕产滋补,,达人,
6878eaf20000000013013f9f,孕期燕窝怎么选？三胎妈妈在线科普,https://www.xiaohongshu.com/explore/6878eaf20000000013013f9f?xsec_token=WB8r5MS1ueZl7z3DFDaBRWwKOi2ncU17p1lHdFM6TKJIk=&xsec_source=pc_wind_export,,孕产滋补,,达人,
6879c044000000002201cb0f,孕期滋补坦白局??孕期吃燕窝，宝宝高颜值？,https://www.xiaohongshu.com/explore/6879c044000000002201cb0f?xsec_token=WBYv8lqXQvFXrr2TDbcNNfTQCr8yVhtVggzrhRSQejgNM=&xsec_source=pc_wind_export,,孕产滋补,,达人,
687a16a400000000130110e5,过来人说点实话：一胎补对，二胎接着好孕????,https://www.xiaohongshu.com/explore/687a16a400000000130110e5?xsec_token=WB8MEXu36fFpoFt0rhMINnSjfKtXqDC50yeUqVRiJF0vg=&xsec_source=pc_wind_export,,孕产滋补,,达人,
687a14420000000010013b39,一物补两人，二胎孕妈燕窝戒不掉,https://www.xiaohongshu.com/explore/687a14420000000010013b39?xsec_token=WB8MEXu36fFpoFt0rhMINnSnpI3w_NiMJtZ-w_y8nW4Mg=&xsec_source=pc_wind_export,,孕产滋补,,达人,
687df1a30000000012016837,,,,孕产滋补,,达人,
687db1d6000000001201579d,,,,孕产滋补,,达人,
6881e823000000001c030384,明星产后状态惊人的秘诀竟然是它！,https://www.xiaohongshu.com/explore/6881e823000000001c030384?xsec_token=WBuAhAhcgYXWg7dkAPKW8AdOD6wJhULvkPvpqybyCDydU=&xsec_source=pc_wind_export,,孕期滋补,,抖音,
682c4ad0000000000f0325cb,靠吃能养颜？配方师扒燕窝真面目,https://www.xiaohongshu.com/explore/682c4ad0000000000f0325cb?xsec_token=WBuRCtrY3YeNKxY_kuebBLfP6Rwj0iQkOzV5P0VSgP8WQ=&xsec_source=pc_wind_export,,美容养颜,,达人,
6881f08a0000000023005ada,救命！这瓶贵妇级鲜炖燕窝直接封神啦,https://www.xiaohongshu.com/explore/6881f08a0000000023005ada?xsec_token=WBuAhAhcgYXWg7dkAPKW8AdBqNwzTBvI3PGwGoBjlu0sc=&xsec_source=pc_wind_export,,美容养颜,,抖音,
6881ecba000000002001a39d,孕期燕窝你吃对了吗？,https://www.xiaohongshu.com/explore/6881ecba000000002001a39d?xsec_token=WBuAhAhcgYXWg7dkAPKW8AdLtK6lX1WREh6-wdXv2ttKg=&xsec_source=pc_wind_export,,孕期滋补,,抖音,
687f3880000000001203d1f1,,,,场景种草-孕产-软植,,达人,
687f2ace00000000230071d7,,,,孕产-随手po,,达人,
6880ee940000000012032a27,,,,孕产-随手po,,达人,
687f6bb90000000010011cbd,,,,场景种草-孕产-直推,,达人,
687e2d970000000012014bd2,,,,场景种草-美颜-软植,,达人,
688061d8000000002400ef42,,,,场景种草-孕产-软植,,达人,
6880c05c0000000022030fc7,,,,场景种草-美颜-直推,,达人,
6883662b0000000020019362,,,,场景种草-美颜-直推,,达人,
6880c035000000001202f765,,,,孕产-随手po,,达人,
687f4212000000000d025e23,,,,孕产-随手po,,达人,
68844b0200000000170329d1,,,,孕产-随手po,,达人,
688450bc00000000110036fc,,,,孕产-随手po,,达人,
688477f9000000001d00e3f3,,,,孕产-随手po,,达人,
6885d17a000000000b02ca0a,,,,场景种草-美颜-直推,,达人,
6886ccb3000000000b02ff24,,,,场景种草-孕产-直推,,达人,
68885c64000000000200083c,,,,品类科普-孕产-怎么吃,,达人,
688754de000000001703628e,,,,孕产-随手po,,达人,
688c530c0000000004006f5f,,,,场景种草-孕产-直推,,达人,
688d9096000000002302da44,,,,场景种草-孕产-直推,,达人,
6892f7a80000000022039fc6,,,,场景种草-美颜-打卡,,达人,
68957665000000002500c535,,,,场景种草-孕产-直推,,达人,
6895a0b20000000023035a68,,,,场景种草-孕产-直推,,达人,
6895adbf000000000403e541,,,,场景种草-孕产-直推,,达人,
68958aa30000000023024963,孕早期营养别补错！吃燕窝生出俏皮圆宝,https://www.xiaohongshu.com/explore/68958aa30000000023024963?xsec_token=WBOOB0ME6odH8MT2P85EYEv1DkXY78cxVIvqgZOKZ6qwk=&xsec_source=pc_wind_export,,场景种草-孕产-直推,,达人,
6895d1cc000000000403ffbf,,,,场景种草-美颜-打卡,,达人,
